id,user_id,date,action,action_id
82,5,2021-10-01 11:17:12,add,1
83,4,2022-03-01 08:16:13,select,5
84,30,2021-06-05 06:05:29,add,1
85,10,2022-01-20 21:47:28,edit,3
86,17,2021-05-30 15:40:45,edit,3
87,23,2022-04-14 08:02:41,select,5
88,28,2021-06-10 03:50:17,export,4
89,4,2021-11-19 05:11:38,edit,3
90,2,2021-11-29 16:42:02,export,4
91,29,2021-07-25 05:50:18,export,4
92,30,2021-05-07 14:55:10,edit,3
93,29,2021-10-18 03:47:08,export,4
94,21,2022-04-15 05:03:08,add,1
95,17,2021-10-04 23:19:54,delete,2
96,9,2021-07-24 17:04:26,delete,2
97,26,2021-07-16 07:09:39,delete,2
98,24,2021-05-05 11:21:12,edit,3
99,22,2021-05-20 16:28:24,export,4
100,30,2021-09-04 12:05:50,delete,2
101,30,2021-05-19 09:11:44,add,1
102,25,2022-02-24 07:08:50,select,5
103,15,2022-02-08 15:20:45,add,1
104,2,2022-04-11 05:55:16,edit,3
105,14,2021-04-22 21:12:13,select,5
106,10,2022-03-17 01:47:37,edit,3
107,7,2021-10-08 01:52:44,add,1
108,30,2021-06-29 21:48:39,delete,2
109,3,2021-12-05 18:30:06,edit,3
110,26,2021-05-14 18:14:22,export,4
111,20,2021-10-26 22:06:10,edit,3
112,8,2022-03-18 10:45:53,edit,3
113,22,2021-12-05 17:49:51,edit,3
114,26,2021-05-04 07:49:12,export,4
115,23,2021-08-13 12:49:18,select,5
116,17,2022-03-27 15:54:06,export,4
117,20,2022-03-11 09:06:40,edit,3
118,16,2022-02-07 15:35:04,delete,2
119,1,2021-07-01 05:24:00,delete,2
120,10,2022-03-06 13:20:10,delete,2
121,2,2022-02-02 12:54:23,add,1
122,29,2021-07-10 15:37:53,add,1
123,19,2021-06-24 07:47:00,export,4
124,10,2022-01-16 11:12:17,select,5
125,3,2022-02-27 17:26:25,export,4
126,5,2021-06-16 17:49:35,delete,2
127,6,2021-06-18 07:03:24,edit,3
128,17,2021-10-12 10:01:23,select,5
129,8,2021-05-08 04:28:04,add,1
130,22,2022-03-09 10:39:32,export,4
131,5,2021-07-21 16:23:11,add,1
132,14,2021-07-16 13:02:45,delete,2
133,14,2022-01-05 04:24:35,delete,2
134,30,2022-02-17 18:33:23,export,4
135,11,2021-11-02 02:03:19,add,1
136,20,2022-02-24 05:22:38,edit,3
137,28,2021-11-03 14:49:41,delete,2
138,23,2021-12-20 22:28:35,edit,3
139,21,2021-06-09 06:53:27,select,5
140,8,2021-12-01 18:33:04,delete,2
141,8,2021-06-26 20:54:02,edit,3
142,1,2022-01-18 15:17:29,edit,3
143,14,2021-10-11 11:57:48,edit,3
144,3,2022-02-13 19:26:17,delete,2
145,3,2021-08-19 04:13:32,delete,2
146,21,2022-01-03 21:01:09,edit,3
147,22,2021-07-22 04:39:50,select,5
148,20,2021-12-28 06:22:23,export,4
149,16,2022-03-23 05:07:10,add,1
150,25,2021-08-16 02:55:06,select,5
151,8,2021-08-15 19:24:32,export,4
152,18,2021-06-19 10:10:25,export,4
153,24,2021-11-08 21:14:14,select,5
154,26,2021-09-18 06:04:08,export,4
155,2,2022-03-15 06:30:06,export,4
156,29,2021-08-28 16:55:13,add,1
157,17,2021-10-17 02:43:28,add,1
158,28,2021-04-19 23:29:48,add,1
159,8,2021-05-11 20:52:43,delete,2
160,3,2022-01-20 08:00:45,edit,3
161,29,2021-10-06 10:29:07,delete,2
162,20,2022-04-11 02:34:25,delete,2
163,16,2021-10-25 01:33:40,delete,2
164,8,2021-07-22 18:43:49,export,4
165,29,2021-04-19 17:22:53,select,5
166,16,2022-01-08 04:50:49,add,1
167,5,2022-02-11 00:44:07,export,4
168,11,2022-03-25 03:07:05,delete,2
169,16,2021-12-13 18:11:46,select,5
170,30,2022-02-24 17:58:45,export,4
171,9,2021-04-27 00:59:31,export,4
172,23,2022-03-23 09:09:31,export,4
173,15,2021-07-27 02:48:06,export,4
174,25,2022-04-03 10:41:12,export,4
175,2,2021-06-22 03:04:15,select,5
176,6,2022-01-03 22:21:28,export,4
177,15,2021-05-01 15:15:45,add,1
178,13,2021-08-21 12:45:18,add,1
179,30,2021-04-23 15:49:48,delete,2
180,24,2021-04-29 07:38:17,select,5
181,30,2022-03-28 22:13:06,export,4
182,23,2021-12-29 01:18:51,select,5
183,7,2021-09-17 02:36:35,edit,3
184,4,2021-05-21 12:56:17,select,5
185,17,2021-09-24 20:04:13,delete,2
186,7,2021-05-15 03:40:06,export,4
187,20,2021-12-01 14:50:34,delete,2
188,19,2021-09-18 21:03:39,add,1
189,29,2021-09-22 08:18:06,add,1
190,18,2022-02-12 08:24:16,export,4
191,14,2021-12-25 18:20:25,edit,3
192,19,2021-05-18 18:14:04,delete,2
193,30,2021-08-15 10:12:34,select,5
194,15,2021-07-31 10:34:08,edit,3
195,5,2022-02-28 21:50:23,export,4
196,5,2021-09-24 00:34:25,edit,3
197,15,2021-10-09 15:21:49,add,1
198,20,2021-11-12 15:08:33,delete,2
199,15,2021-08-22 01:52:16,add,1
200,20,2021-06-11 18:00:31,add,1
201,7,2021-12-28 19:44:02,edit,3
202,19,2021-05-25 17:51:55,delete,2
203,10,2022-02-23 04:12:36,add,1
204,24,2021-09-10 09:33:36,edit,3
205,20,2021-09-03 01:29:53,add,1
206,14,2021-08-01 08:49:25,export,4
207,9,2021-10-05 09:26:09,select,5
208,1,2021-07-31 18:36:32,export,4
209,15,2021-06-15 10:33:40,edit,3
210,13,2021-05-14 00:20:59,delete,2
211,14,2021-11-24 02:29:51,delete,2
212,12,2022-01-28 18:09:04,select,5
213,7,2022-04-01 01:39:55,select,5
214,5,2021-07-05 07:55:41,export,4
215,11,2021-10-22 22:39:00,edit,3
216,16,2022-02-14 10:55:19,edit,3
217,29,2022-02-21 13:03:01,add,1
218,18,2022-01-18 22:23:39,select,5
219,8,2022-04-17 03:20:41,export,4
220,10,2021-06-25 04:43:01,edit,3
221,3,2021-07-27 18:01:32,select,5
222,19,2021-12-17 23:33:25,edit,3
223,5,2022-01-24 06:00:36,select,5
224,30,2022-04-04 00:58:20,add,1
225,7,2021-07-19 09:27:25,add,1
226,17,2022-03-01 05:35:48,add,1
227,21,2021-06-17 17:49:37,edit,3
228,8,2021-06-24 12:27:39,edit,3
229,16,2022-02-12 01:23:35,delete,2
230,21,2022-03-23 17:37:10,delete,2
231,5,2021-08-14 07:18:24,add,1
232,29,2022-04-04 19:50:39,select,5
233,12,2022-01-01 12:24:39,add,1
234,26,2022-02-25 19:35:45,select,5
235,25,2021-09-05 10:35:59,delete,2
236,15,2021-12-06 00:49:00,select,5
237,19,2021-05-21 03:04:12,delete,2
238,4,2022-01-05 07:02:08,delete,2
239,17,2021-11-20 07:09:14,add,1
240,24,2021-10-09 16:40:09,delete,2
241,8,2022-01-09 21:06:32,edit,3
242,5,2021-12-17 19:55:21,edit,3
243,4,2022-04-07 02:39:53,export,4
244,2,2022-03-31 07:41:30,edit,3
245,18,2021-10-22 04:37:28,select,5
246,17,2021-05-19 09:17:36,add,1
247,2,2022-01-21 00:37:13,add,1
248,22,2022-02-01 20:48:35,export,4
249,19,2021-05-07 23:11:24,delete,2
250,5,2022-02-02 13:14:22,export,4
251,14,2021-07-14 01:41:22,export,4
252,4,2022-04-08 19:02:50,edit,3
253,16,2022-01-08 23:48:02,edit,3
254,19,2022-03-22 20:21:24,export,4
255,27,2021-06-23 04:33:32,export,4
256,19,2022-04-05 16:33:17,edit,3
257,23,2021-05-24 15:11:52,edit,3
258,10,2021-09-28 05:59:21,edit,3
259,4,2022-02-24 02:17:38,delete,2
260,9,2021-05-30 09:19:36,select,5
261,1,2021-05-06 08:47:06,edit,3
262,25,2022-01-31 22:33:26,delete,2
263,30,2022-04-05 07:39:59,edit,3
264,7,2022-02-20 18:41:06,export,4
265,20,2022-01-02 04:00:01,add,1
266,10,2021-09-10 10:32:16,add,1
267,23,2021-07-04 19:28:31,edit,3
268,16,2021-11-27 08:32:53,delete,2
269,4,2022-02-19 05:43:24,delete,2
270,6,2022-02-28 23:30:07,add,1
271,24,2021-12-16 23:36:04,edit,3
272,27,2022-04-08 22:16:03,edit,3
273,2,2021-07-06 09:10:06,add,1
274,18,2021-10-11 04:44:03,export,4
275,30,2022-01-25 03:51:57,export,4
276,10,2021-12-01 06:26:56,select,5
277,4,2021-05-02 11:09:24,edit,3
278,1,2021-06-19 15:50:21,add,1
279,30,2022-01-25 16:55:15,export,4
280,25,2021-05-09 09:56:05,add,1
281,1,2022-04-08 19:20:28,add,1
282,22,2022-01-13 07:05:45,select,5
283,3,2022-02-24 12:09:09,edit,3
284,16,2021-12-10 16:20:40,edit,3
285,6,2021-06-22 19:49:29,select,5
286,25,2021-11-02 14:41:32,edit,3
287,24,2021-09-08 17:33:46,edit,3
288,13,2021-12-09 12:44:37,add,1
289,9,2021-05-03 18:02:43,edit,3
290,26,2022-04-04 20:11:31,edit,3
291,17,2021-06-29 16:03:46,delete,2
292,23,2021-10-14 18:28:09,add,1
293,24,2021-10-24 08:36:12,add,1
294,18,2021-08-06 01:33:08,add,1
295,26,2022-03-05 01:17:21,edit,3
296,27,2021-07-14 09:56:27,delete,2
297,15,2021-11-15 10:46:31,delete,2
298,18,2021-10-30 14:15:23,delete,2
299,1,2021-09-10 11:25:52,edit,3
300,22,2021-07-09 04:41:28,export,4
301,18,2021-12-07 22:35:15,delete,2
302,28,2022-04-17 02:13:21,delete,2
303,26,2022-03-07 04:23:01,export,4
304,11,2022-02-01 23:14:07,export,4
305,24,2021-07-14 04:44:12,export,4
306,22,2022-02-04 15:13:33,delete,2
307,1,2022-01-09 04:11:11,export,4
308,16,2021-11-28 10:37:28,export,4
309,24,2021-05-15 07:10:46,edit,3
310,17,2021-07-03 18:43:14,delete,2
311,8,2021-09-20 23:49:24,add,1
312,23,2022-03-13 09:08:18,edit,3
313,26,2022-02-15 01:47:25,add,1
314,27,2022-03-25 18:32:13,select,5
315,12,2022-03-19 12:09:34,export,4
316,11,2021-08-19 02:46:30,select,5
317,23,2021-11-28 12:31:40,add,1
318,4,2022-04-02 12:35:12,add,1
319,9,2021-06-11 04:27:33,delete,2
320,15,2022-04-06 21:43:55,delete,2
321,7,2021-06-19 09:55:27,add,1
322,8,2021-09-09 02:05:16,delete,2
323,2,2021-10-04 19:48:38,add,1
324,28,2021-09-26 23:13:44,edit,3
325,3,2021-11-01 22:04:11,select,5
326,23,2022-04-17 07:51:56,export,4
327,9,2021-08-12 05:53:04,select,5
328,25,2021-11-14 07:09:26,delete,2
329,16,2021-08-28 14:56:09,add,1
330,12,2021-12-04 12:26:34,select,5
331,10,2022-01-04 03:14:32,export,4
332,4,2022-04-11 21:23:06,add,1
333,15,2022-02-17 12:39:02,add,1
334,22,2021-06-11 14:16:48,export,4
335,15,2022-04-15 16:38:15,edit,3
336,19,2021-04-25 07:47:39,add,1
337,11,2022-02-09 01:05:01,export,4
338,22,2021-07-05 08:12:19,delete,2
339,13,2021-11-28 07:55:08,delete,2
340,18,2021-07-14 03:51:52,delete,2
341,17,2021-08-17 19:37:54,export,4
342,28,2021-06-01 17:13:03,export,4
343,11,2022-01-12 07:04:40,delete,2
344,2,2022-02-18 12:01:35,delete,2
345,24,2021-06-19 14:06:20,delete,2
346,5,2021-05-20 15:38:40,delete,2
347,8,2021-09-25 12:49:44,select,5
348,15,2021-10-23 06:50:43,edit,3
349,5,2022-02-06 01:42:36,select,5
350,22,2022-02-06 07:37:06,edit,3
351,1,2021-05-17 17:04:32,select,5
352,6,2021-12-02 22:16:38,delete,2
353,7,2021-05-25 12:48:28,delete,2
354,23,2022-02-08 11:08:07,export,4
355,15,2022-01-20 19:08:07,export,4
356,20,2021-12-20 10:35:59,add,1
357,9,2022-04-10 05:50:26,add,1
358,6,2022-03-11 16:06:55,edit,3
359,20,2021-04-24 04:09:10,select,5
360,23,2021-05-28 21:24:32,export,4
361,22,2021-07-18 10:24:23,add,1
362,18,2021-12-31 11:59:53,edit,3
363,10,2021-08-20 21:12:07,select,5
364,28,2021-06-14 05:46:44,add,1
365,13,2021-06-22 07:27:20,select,5
366,3,2021-04-20 01:26:38,delete,2
367,21,2021-11-25 18:47:02,add,1
368,30,2021-09-27 08:35:37,delete,2
369,10,2021-05-04 02:05:53,select,5
370,15,2022-04-03 11:39:54,edit,3
371,21,2021-05-23 19:50:58,edit,3
372,13,2021-12-02 05:57:41,export,4
373,1,2021-05-28 05:48:35,export,4
374,30,2021-11-29 14:30:58,delete,2
375,25,2021-09-16 00:50:57,delete,2
376,8,2022-01-23 23:48:04,edit,3
377,30,2021-06-12 09:23:09,edit,3
378,18,2021-06-01 12:11:10,edit,3
379,27,2021-11-13 23:35:49,select,5
380,3,2022-03-28 03:47:41,add,1
381,17,2022-01-23 20:15:23,export,4
382,26,2021-08-24 20:56:24,edit,3
383,27,2021-06-10 22:42:40,select,5
384,30,2022-04-12 17:41:33,add,1
385,1,2022-02-22 16:12:33,add,1
386,22,2022-01-06 22:25:12,edit,3
387,22,2022-02-24 14:06:41,add,1
388,29,2022-01-26 03:23:48,delete,2
389,1,2022-04-02 18:00:30,add,1
390,30,2022-01-18 03:44:46,select,5
391,1,2021-09-30 11:59:01,edit,3
392,22,2021-07-22 06:57:01,delete,2
393,3,2021-06-10 06:53:58,delete,2
394,25,2022-03-05 23:02:16,edit,3
395,11,2021-05-26 00:24:32,add,1
396,18,2021-08-08 19:02:20,edit,3
397,30,2021-11-13 22:09:17,add,1
398,14,2021-12-18 00:36:33,export,4
399,19,2021-10-03 00:36:37,add,1
400,19,2022-03-08 12:34:51,delete,2
401,18,2022-01-12 09:21:42,delete,2
402,25,2021-10-14 15:56:09,delete,2
403,14,2022-01-14 15:52:55,select,5
404,1,2021-08-13 06:36:51,delete,2
405,2,2021-09-23 17:53:33,edit,3
406,15,2021-11-16 23:29:37,export,4
407,7,2022-02-27 22:38:05,select,5
408,22,2021-05-14 19:09:08,edit,3
409,15,2021-05-09 05:24:37,export,4
410,8,2022-02-23 08:25:18,add,1
411,9,2022-02-21 09:04:26,select,5
412,25,2022-03-08 13:41:46,edit,3
413,9,2021-09-12 18:25:14,select,5
414,2,2021-10-28 21:22:06,add,1
415,15,2021-09-20 13:28:23,edit,3
416,2,2021-11-16 20:36:11,select,5
417,20,2021-07-11 17:54:03,export,4
418,5,2021-12-23 12:08:36,delete,2
419,16,2021-05-04 12:10:41,add,1
420,5,2021-04-28 04:29:07,select,5
421,23,2021-09-28 08:11:59,add,1
422,10,2021-04-24 19:14:00,select,5
423,20,2022-01-06 23:52:20,add,1
424,8,2021-07-19 06:12:07,export,4
425,24,2021-10-10 19:06:21,export,4
426,27,2021-08-13 16:46:36,edit,3
427,3,2021-06-12 10:25:07,edit,3
428,21,2021-08-04 23:23:11,select,5
429,9,2022-01-18 15:04:36,add,1
430,30,2021-07-11 20:44:53,delete,2
431,21,2021-08-01 17:21:05,export,4
432,10,2021-06-20 20:22:22,select,5
433,8,2022-03-25 22:58:23,delete,2
434,21,2021-10-12 03:40:21,delete,2
435,21,2021-09-14 14:14:34,edit,3
436,30,2021-11-14 17:03:37,add,1
437,22,2021-05-06 23:08:17,delete,2
438,30,2021-06-27 01:36:41,export,4
439,5,2022-01-05 05:09:41,select,5
440,17,2021-07-18 10:19:25,delete,2
441,10,2021-11-18 00:10:06,export,4
442,17,2022-02-02 06:53:16,export,4
443,7,2021-08-25 06:41:02,export,4
444,12,2021-06-22 17:43:59,select,5
445,27,2021-08-23 10:02:55,add,1
446,2,2021-09-02 17:36:15,export,4
447,17,2021-06-07 02:42:35,delete,2
448,17,2021-08-16 02:00:03,select,5
449,2,2021-07-22 22:41:47,add,1
450,3,2021-12-19 08:14:33,export,4
451,30,2021-12-17 06:04:34,select,5
452,12,2021-06-14 22:35:23,edit,3
453,25,2022-01-17 08:27:53,edit,3
454,8,2021-05-29 18:58:52,delete,2
455,7,2022-01-12 22:37:51,edit,3
456,27,2022-01-17 11:00:50,add,1
457,3,2021-12-25 10:29:43,export,4
458,21,2022-01-28 14:32:42,select,5
459,14,2021-08-10 19:29:56,edit,3
460,10,2021-12-20 11:54:30,delete,2
461,13,2021-09-27 02:50:20,export,4
462,28,2021-10-20 02:53:33,export,4
463,1,2021-08-28 18:02:23,select,5
464,27,2021-07-26 11:38:17,select,5
465,30,2022-02-24 19:36:23,select,5
466,20,2021-11-20 18:01:04,select,5
467,12,2021-08-19 01:32:57,select,5
468,14,2022-02-03 18:32:58,add,1
469,21,2021-04-25 04:35:33,export,4
470,6,2021-07-07 18:33:56,edit,3
471,11,2022-01-18 03:48:47,export,4
472,17,2021-05-10 16:09:30,select,5
473,17,2021-08-02 14:35:11,export,4
474,16,2021-11-10 13:10:10,delete,2
475,13,2022-01-12 05:58:56,select,5
476,5,2021-08-01 15:01:04,export,4
477,11,2021-12-08 04:53:59,delete,2
478,25,2022-01-05 07:21:01,delete,2
479,29,2021-08-29 09:59:38,delete,2
480,1,2022-02-16 09:18:02,delete,2
481,28,2021-12-16 19:36:23,export,4
482,17,2021-07-25 06:27:55,add,1
483,30,2021-08-11 09:59:36,edit,3
484,15,2021-10-30 00:38:05,edit,3
485,20,2021-08-13 03:43:18,delete,2
486,22,2022-03-17 08:55:48,add,1
487,21,2021-05-20 10:28:34,add,1
488,3,2021-11-27 01:17:47,edit,3
489,19,2021-05-15 22:26:57,add,1
490,22,2021-09-18 18:34:34,delete,2
491,17,2021-06-14 06:30:11,edit,3
492,26,2021-08-24 08:44:59,export,4
493,1,2022-01-10 00:45:14,add,1
494,22,2022-03-03 15:01:10,export,4
495,19,2022-04-11 12:43:45,add,1
496,1,2022-02-23 14:07:16,delete,2
497,25,2022-04-06 03:09:02,select,5
498,22,2021-12-27 08:58:25,export,4
499,17,2021-04-25 22:51:53,add,1
500,19,2021-12-23 20:51:27,edit,3
501,21,2021-07-26 09:40:53,export,4
502,25,2021-07-27 05:06:25,edit,3
503,11,2022-01-20 16:07:01,export,4
504,28,2021-09-16 13:45:52,delete,2
505,14,2021-07-29 00:30:00,add,1
506,28,2021-07-11 14:07:16,export,4
507,8,2021-11-28 10:51:45,edit,3
508,23,2022-02-18 09:33:55,select,5
509,19,2022-03-31 18:35:03,add,1
510,20,2022-01-07 02:36:46,edit,3
511,19,2021-12-22 10:52:33,delete,2
512,19,2022-02-05 09:09:15,add,1
513,24,2021-09-08 00:44:23,export,4
514,6,2021-10-03 00:02:59,select,5
515,15,2021-12-01 15:35:14,add,1
516,30,2022-03-20 11:14:12,edit,3
517,23,2021-05-26 23:59:23,edit,3
518,19,2021-05-17 14:01:34,select,5
519,9,2021-08-07 04:11:05,export,4
520,1,2021-10-18 21:01:16,edit,3
521,16,2021-06-10 22:28:59,edit,3
522,1,2021-08-24 11:08:16,select,5
523,3,2021-08-14 14:21:35,export,4
524,14,2021-12-03 18:35:37,select,5
525,2,2021-04-28 07:24:57,edit,3
526,22,2021-06-19 12:47:53,delete,2
527,6,2021-10-19 02:53:54,export,4
528,20,2022-02-16 00:55:28,edit,3
529,10,2022-02-27 07:49:58,delete,2
530,10,2021-11-22 20:02:39,select,5
531,20,2022-03-14 22:16:53,select,5
532,19,2022-04-03 03:00:01,delete,2
533,9,2021-07-22 13:11:54,add,1
534,10,2022-01-18 03:01:53,edit,3
535,14,2022-02-07 09:01:06,edit,3
536,2,2022-01-22 23:19:26,add,1
537,18,2021-10-30 12:00:57,select,5
538,24,2022-03-01 17:21:04,edit,3
539,13,2022-02-16 09:01:55,select,5
540,11,2022-01-08 06:40:25,export,4
541,26,2022-02-04 01:52:30,select,5
542,9,2021-06-15 01:38:59,select,5
543,3,2022-01-09 14:14:15,export,4
544,11,2021-06-14 11:18:00,delete,2
545,24,2022-04-04 08:27:54,delete,2
546,4,2021-10-18 09:58:20,edit,3
547,28,2022-01-13 06:55:59,export,4
548,19,2021-07-07 08:49:07,delete,2
549,10,2021-10-25 22:09:21,add,1
550,22,2022-01-04 10:31:55,select,5
551,3,2021-07-10 03:58:08,select,5
552,2,2022-03-16 20:30:47,select,5
553,28,2021-12-19 02:26:54,edit,3
554,4,2021-12-15 06:31:16,export,4
555,30,2021-10-26 15:12:29,export,4
556,29,2021-05-15 23:44:02,add,1
557,1,2021-05-27 02:46:33,select,5
558,19,2021-09-23 05:11:17,delete,2
559,19,2021-10-27 10:36:15,add,1
560,9,2021-07-02 09:56:54,add,1
561,17,2021-09-24 19:00:15,delete,2
562,11,2022-03-02 17:50:14,select,5
563,14,2021-07-05 07:41:34,delete,2
564,11,2021-11-17 22:02:16,edit,3
565,19,2022-01-11 12:22:55,edit,3
566,23,2022-04-17 20:11:13,select,5
567,19,2022-02-04 19:28:00,select,5
568,17,2022-02-05 15:31:46,delete,2
569,6,2022-01-05 01:56:40,export,4
570,27,2021-11-17 07:37:24,edit,3
571,7,2021-11-26 06:49:01,delete,2
572,13,2021-09-05 08:11:38,delete,2
573,27,2021-11-16 05:26:36,export,4
574,11,2021-10-27 09:24:08,edit,3
575,30,2021-10-04 14:31:47,export,4
576,1,2021-08-10 13:42:14,export,4
577,5,2021-10-11 20:24:41,export,4
578,29,2021-11-23 09:55:14,add,1
579,10,2021-10-23 04:55:28,add,1
580,25,2021-05-18 20:09:45,edit,3
581,27,2021-10-08 09:16:22,select,5
582,29,2021-07-16 18:00:36,select,5
583,28,2021-04-21 10:37:19,edit,3
584,16,2022-02-23 21:18:03,add,1
585,18,2021-07-08 02:29:33,add,1
586,17,2022-04-04 03:24:20,add,1
587,22,2021-06-05 18:06:28,select,5
588,3,2021-12-07 06:12:51,delete,2
589,30,2021-07-24 20:16:31,add,1
590,25,2021-12-24 22:08:33,add,1
591,20,2022-01-20 02:42:59,select,5
592,27,2022-03-31 20:47:05,add,1
593,7,2021-05-30 17:12:24,select,5
594,4,2022-01-26 08:06:52,export,4
595,18,2021-06-14 18:37:06,select,5
596,30,2022-03-22 09:50:56,select,5
597,20,2022-02-04 08:46:45,select,5
598,6,2021-09-03 02:57:39,select,5
599,6,2021-04-27 08:28:48,edit,3
600,23,2021-12-03 08:31:16,edit,3
601,10,2021-12-12 20:42:33,export,4
602,6,2021-12-27 02:34:54,export,4
603,30,2022-01-31 07:05:53,export,4
604,22,2022-04-16 17:12:37,export,4
605,15,2021-09-20 09:14:01,add,1
606,11,2021-09-17 05:12:22,add,1
607,22,2021-11-22 20:01:54,edit,3
608,2,2021-07-20 01:43:24,edit,3
609,3,2021-09-11 00:26:41,select,5
610,29,2021-08-11 08:23:04,select,5
611,27,2021-05-12 08:23:49,add,1
612,7,2021-09-03 12:11:48,export,4
613,2,2021-06-19 10:57:08,add,1
614,25,2021-11-04 02:55:32,edit,3
615,12,2021-05-19 07:27:51,add,1
616,6,2021-05-11 13:58:45,add,1
617,2,2022-01-28 15:56:21,edit,3
618,10,2021-06-11 09:36:27,add,1
619,19,2021-07-29 14:51:18,edit,3
620,23,2021-12-22 12:22:16,edit,3
621,8,2022-04-02 05:37:00,select,5
622,13,2021-05-25 08:18:46,select,5
623,12,2021-08-20 00:05:57,add,1
624,7,2021-08-19 23:25:28,select,5
625,17,2021-10-12 11:23:52,select,5
626,18,2021-06-11 08:11:43,select,5
627,24,2022-03-30 20:16:17,export,4
628,18,2021-05-05 04:58:21,select,5
629,13,2021-10-29 08:25:39,delete,2
630,1,2022-01-25 18:57:46,add,1
631,21,2022-03-24 10:07:30,export,4
632,28,2021-09-29 20:41:32,add,1
633,4,2021-07-30 02:42:22,edit,3
634,30,2021-04-30 02:18:00,add,1
635,24,2021-06-11 18:30:12,export,4
636,8,2022-04-16 09:11:49,delete,2
637,14,2021-11-04 09:44:49,edit,3
638,16,2022-03-22 19:42:15,export,4
639,26,2021-08-25 06:43:57,delete,2
640,23,2021-06-25 16:51:37,edit,3
641,4,2021-06-25 05:19:55,edit,3
642,16,2022-01-07 09:56:08,edit,3
643,21,2021-12-29 02:39:49,add,1
644,2,2021-06-09 19:08:31,add,1
645,4,2021-06-02 21:36:14,export,4
646,3,2022-02-05 10:40:06,add,1
647,19,2022-01-14 14:52:45,export,4
648,26,2021-10-30 07:21:19,export,4
649,28,2021-04-21 02:10:57,delete,2
650,8,2021-12-30 15:04:21,add,1
651,14,2021-12-14 11:42:55,delete,2
652,10,2021-04-27 08:09:20,add,1
